AGS,Ort,1_Gewinner,1_Partei_1_Stimmen,1_Partei_1_Anteil,1_Partei_1_Name,1_Partei_2_Stimmen,1_Partei_2_Anteil,1_Partei_2_Name,1_Partei_3_Stimmen,1_Partei_3_Anteil,1_Partei_3_Name,1_Partei_4_Stimmen,1_Partei_4_Anteil,1_Partei_4_Name,1_Partei_5_Stimmen,1_Partei_5_Anteil,1_Partei_5_Name,1_Partei_6_Stimmen,1_Partei_6_Anteil,1_Partei_6_Name,1_Partei_andere_Stimmen,1_Partei_andere_Anteil,1_Partei_andere_Name,1_ungültige Stimmen,1_gültige Stimmen,2_Gewinner,2_Partei_1_Stimmen,2_Partei_1_Anteil,2_Partei_1_Name,2_Partei_2_Stimmen,2_Partei_2_Anteil,2_Partei_2_Name,2_Partei_3_Stimmen,2_Partei_3_Anteil,2_Partei_3_Name,2_Partei_4_Stimmen,2_Partei_4_Anteil,2_Partei_4_Name,2_Partei_5_Stimmen,2_Partei_5_Anteil,2_Partei_5_Name,2_Partei_6_Stimmen,2_Partei_6_Anteil,2_Partei_6_Name,2_Partei_andere_Stimmen,2_Partei_andere_Anteil,2_Partei_andere_Name,2_ungültige Stimmen,2_gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler
14729400,"Trebsen/Mulde, Stadt",AfD,512,24.9,AfD,500,24.3,SPD,258,12.6,CDU,258,12.6,LINKE,107,5.2,FDP,62,3.0,GRÜNE,358,17.4,andere Parteien,20,2055,SPD,510,24.9,SPD,507,24.7,AfD,258,12.6,CDU,258,12.6,LINKE,124,6.0,FDP,47,2.3,GRÜNE,347,16.9,andere Parteien,24,2051,154,3213,2075,100.0,64.6
14729410,"Wurzen, Stadt",AfD,2478,24.8,AfD,2474,24.7,SPD,1263,12.6,LINKE,1258,12.6,CDU,529,5.3,FDP,290,2.9,GRÜNE,1708,17.1,andere Parteien,94,10000,AfD,2544,25.5,AfD,2490,24.9,SPD,1276,12.8,LINKE,1244,12.5,CDU,630,6.3,FDP,250,2.5,GRÜNE,1555,15.6,andere Parteien,105,9989,154,13941,10094,100.0,72.4
14729430,"Zwenkau, Stadt",AfD,1363,25.6,AfD,1335,25.0,SPD,674,12.6,LINKE,657,12.3,CDU,334,6.3,FDP,210,3.9,GRÜNE,759,14.2,andere Parteien,53,5332,SPD,1350,25.3,SPD,1343,25.2,AfD,663,12.4,CDU,652,12.2,LINKE,436,8.2,FDP,180,3.4,GRÜNE,706,13.2,andere Parteien,55,5330,154,7684,5385,100.0,70.1
14730010,Arzberg,AfD,198,25.0,AfD,192,24.2,SPD,100,12.6,LINKE,98,12.4,CDU,55,6.9,FDP,16,2.0,GRÜNE,134,16.9,andere Parteien,7,793,AfD,190,24.0,AfD,190,24.0,SPD,101,12.8,LINKE,98,12.4,CDU,64,8.1,FDP,11,1.4,GRÜNE,138,17.4,andere Parteien,8,792,151,1571,800,100.0,50.9
14730020,"Bad Düben, Stadt",AfD,1110,25.2,AfD,1100,25.0,SPD,552,12.5,CDU,547,12.4,LINKE,257,5.8,FDP,119,2.7,GRÜNE,720,16.3,andere Parteien,49,4405,SPD,1115,25.3,SPD,1107,25.1,AfD,552,12.5,LINKE,550,12.5,CDU,384,8.7,FDP,134,3.0,GRÜNE,568,12.9,andere Parteien,44,4410,151,6445,4454,100.0,69.1
14730030,Beilrode,AfD,568,25.3,AfD,567,25.2,SPD,285,12.7,CDU,284,12.6,LINKE,151,6.7,FDP,29,1.3,GRÜNE,363,16.2,andere Parteien,29,2247,SPD,562,25.0,SPD,559,24.9,AfD,286,12.7,CDU,274,12.2,LINKE,179,8.0,FDP,36,1.6,GRÜNE,353,15.7,andere Parteien,27,2249,151,3373,2276,100.0,67.5
14730045,"Belgern-Schildau, Stadt",SPD,936,25.1,SPD,932,25.0,AfD,472,12.7,CDU,471,12.6,LINKE,238,6.4,FDP,82,2.2,GRÜNE,595,16.0,andere Parteien,35,3726,AfD,938,25.2,AfD,937,25.1,SPD,476,12.8,CDU,476,12.8,LINKE,254,6.8,FDP,81,2.2,GRÜNE,564,15.1,andere Parteien,35,3726,151,6373,3761,100.0,59.0
14730050,Cavertitz,SPD,285,24.7,SPD,283,24.5,AfD,144,12.5,CDU,144,12.5,LINKE,62,5.4,FDP,19,1.6,GRÜNE,219,18.9,andere Parteien,9,1156,AfD,298,25.8,AfD,290,25.1,SPD,145,12.5,CDU,143,12.4,LINKE,83,7.2,FDP,20,1.7,GRÜNE,177,15.3,andere Parteien,9,1156,151,1798,1165,100.0,64.8
14730060,"Dahlen, Stadt",SPD,599,25.0,SPD,593,24.7,AfD,307,12.8,LINKE,295,12.3,CDU,147,6.1,FDP,64,2.7,GRÜNE,393,16.4,andere Parteien,23,2398,AfD,602,25.2,AfD,596,24.9,SPD,298,12.5,CDU,297,12.4,LINKE,188,7.9,FDP,78,3.3,GRÜNE,334,14.0,andere Parteien,28,2393,151,3484,2421,100.0,69.5
14730070,"Delitzsch, Stadt",AfD,3631,24.8,AfD,3605,24.6,SPD,1834,12.5,CDU,1814,12.4,LINKE,842,5.7,FDP,453,3.1,GRÜNE,2485,16.9,andere Parteien,151,14664,SPD,3664,25.0,SPD,3611,24.6,AfD,1824,12.4,CDU,1819,12.4,LINKE,1046,7.1,FDP,361,2.5,GRÜNE,2350,16.0,andere Parteien,140,14675,151,20548,14815,100.0,72.1
14730080,Doberschütz,SPD,575,25.1,SPD,572,24.9,AfD,292,12.7,CDU,286,12.5,LINKE,170,7.4,FDP,47,2.0,GRÜNE,352,15.3,andere Parteien,24,2294,AfD,574,25.0,AfD,573,25.0,SPD,291,12.7,LINKE,289,12.6,CDU,229,10.0,FDP,51,2.2,GRÜNE,288,12.5,andere Parteien,23,2295,151,3413,2318,100.0,67.9
14730090,"Dommitzsch, Stadt",AfD,272,25.3,AfD,263,24.4,SPD,136,12.6,CDU,136,12.6,LINKE,74,6.9,FDP,19,1.8,GRÜNE,177,16.4,andere Parteien,10,1077,AfD,267,24.8,AfD,264,24.6,SPD,138,12.8,LINKE,131,12.2,CDU,85,7.9,FDP,19,1.8,GRÜNE,171,15.9,andere Parteien,12,1075,151,2110,1087,100.0,51.5
14730100,Dreiheide,SPD,321,25.3,SPD,313,24.7,AfD,159,12.5,LINKE,157,12.4,CDU,121,9.5,FDP,32,2.5,GRÜNE,166,13.1,andere Parteien,13,1269,AfD,319,25.1,AfD,311,24.5,SPD,156,12.3,CDU,156,12.3,LINKE,135,10.6,FDP,26,2.0,GRÜNE,167,13.1,andere Parteien,12,1270,151,1773,1282,100.0,72.3
14730110,"Eilenburg, Stadt",SPD,2346,25.0,SPD,2302,24.5,AfD,1173,12.5,LINKE,1168,12.4,CDU,564,6.0,FDP,232,2.5,GRÜNE,1603,17.1,andere Parteien,86,9388,AfD,2338,25.0,AfD,2327,24.9,SPD,1177,12.6,LINKE,1168,12.5,CDU,671,7.2,FDP,223,2.4,GRÜNE,1442,15.4,andere Parteien,128,9346,151,13525,9474,100.0,70.0
14730120,Elsnig,AfD,207,24.2,AfD,207,24.2,SPD,110,12.9,LINKE,109,12.8,CDU,86,10.1,FDP,12,1.4,GRÜNE,123,14.4,andere Parteien,9,854,AfD,220,25.7,AfD,216,25.3,SPD,107,12.5,CDU,107,12.5,LINKE,93,10.9,FDP,15,1.8,GRÜNE,97,11.3,andere Parteien,8,855,151,1160,863,100.0,74.4
14730140,Jesewitz,AfD,486,25.2,AfD,473,24.5,SPD,239,12.4,LINKE,236,12.2,CDU,128,6.6,FDP,59,3.1,GRÜNE,306,15.9,andere Parteien,18,1927,SPD,485,25.1,SPD,482,25.0,AfD,238,12.3,CDU,236,12.2,LINKE,170,8.8,FDP,59,3.1,GRÜNE,260,13.5,andere Parteien,15,1930,151,2521,1945,100.0,77.2
14730150,Krostitz,SPD,718,25.1,SPD,694,24.2,AfD,357,12.5,LINKE,351,12.3,CDU,203,7.1,FDP,70,2.4,GRÜNE,471,16.4,andere Parteien,26,2864,AfD,727,25.4,AfD,727,25.4,SPD,359,12.6,LINKE,349,12.2,CDU,280,9.8,FDP,70,2.4,GRÜNE,348,12.2,andere Parteien,30,2860,151,3333,2890,100.0,86.7
14730160,Laußig,SPD,508,25.5,SPD,495,24.8,AfD,250,12.5,CDU,248,12.4,LINKE,123,6.2,FDP,29,1.5,GRÜNE,342,17.1,andere Parteien,21,1995,SPD,500,25.0,SPD,499,25.0,AfD,247,12.4,CDU,247,12.4,LINKE,142,7.1,FDP,28,1.4,GRÜNE,334,16.7,andere Parteien,19,1997,151,3044,2016,100.0,66.2
14730170,Liebschützberg,SPD,553,25.5,SPD,546,25.1,AfD,277,12.8,LINKE,276,12.7,CDU,158,7.3,FDP,30,1.4,GRÜNE,331,15.2,andere Parteien,22,2171,AfD,540,25.0,AfD,533,24.6,SPD,269,12.4,LINKE,268,12.4,CDU,184,8.5,FDP,26,1.2,GRÜNE,344,15.9,andere Parteien,29,2164,151,2505,2193,100.0,87.5
14730180,Löbnitz,SPD,302,25.7,SPD,293,24.9,AfD,149,12.7,CDU,143,12.2,LINKE,57,4.8,FDP,24,2.0,GRÜNE,208,17.7,andere Parteien,14,1176,SPD,294,24.9,SPD,289,24.5,AfD,145,12.3,LINKE,144,12.2,CDU,79,6.7,FDP,20,1.7,GRÜNE,209,17.7,andere Parteien,10,1180,151,1740,1190,100.0,68.4
14730190,Mockrehna,SPD,833,25.0,SPD,832,25.0,AfD,430,12.9,LINKE,417,12.5,CDU,217,6.5,FDP,41,1.2,GRÜNE,556,16.7,andere Parteien,37,3326,SPD,833,25.0,SPD,826,24.8,AfD,425,12.8,CDU,404,12.1,LINKE,250,7.5,FDP,61,1.8,GRÜNE,531,15.9,andere Parteien,33,3330,151,3999,3363,100.0,84.1
14730200,"Mügeln, Stadt",SPD,909,25.0,SPD,903,24.8,AfD,458,12.6,CDU,458,12.6,LINKE,228,6.3,FDP,83,2.3,GRÜNE,596,16.4,andere Parteien,43,3635,SPD,914,25.1,SPD,904,24.8,AfD,465,12.8,LINKE,460,12.6,CDU,263,7.2,FDP,91,2.5,GRÜNE,546,15.0,andere Parteien,35,3643,151,4832,3678,100.0,76.1
14730210,Naundorf,AfD,324,25.1,AfD,323,25.1,SPD,158,12.3,LINKE,157,12.2,CDU,101,7.8,FDP,33,2.6,GRÜNE,193,15.0,andere Parteien,16,1289,SPD,332,25.7,SPD,325,25.2,AfD,165,12.8,CDU,160,12.4,LINKE,95,7.4,FDP,34,2.6,GRÜNE,181,14.0,andere Parteien,13,1292,151,1860,1305,100.0,70.2
14730230,"Oschatz, Stadt",AfD,1942,25.0,AfD,1941,25.0,SPD,982,12.6,LINKE,974,12.5,CDU,417,5.4,FDP,176,2.3,GRÜNE,1343,17.3,andere Parteien,84,7775,AfD,1960,25.2,AfD,1914,24.6,SPD,979,12.6,LINKE,970,12.5,CDU,499,6.4,FDP,206,2.6,GRÜNE,1251,16.1,andere Parteien,80,7779,151,11755,7859,100.0,66.9
14730250,Rackwitz,SPD,731,24.7,SPD,714,24.1,AfD,379,12.8,LINKE,363,12.3,CDU,185,6.2,FDP,92,3.1,GRÜNE,497,16.8,andere Parteien,23,2961,SPD,755,25.5,SPD,730,24.7,AfD,374,12.6,LINKE,367,12.4,CDU,216,7.3,FDP,104,3.5,GRÜNE,412,13.9,andere Parteien,26,2958,151,4143,2984,100.0,72.0
14730270,"Schkeuditz, Stadt",SPD,2468,25.1,SPD,2444,24.8,AfD,1246,12.7,CDU,1236,12.6,LINKE,713,7.2,FDP,334,3.4,GRÜNE,1398,14.2,andere Parteien,96,9839,AfD,2479,25.2,AfD,2440,24.8,SPD,1226,12.5,LINKE,1218,12.4,CDU,835,8.5,FDP,258,2.6,GRÜNE,1380,14.0,andere Parteien,99,9836,151,14495,9935,100.0,68.5
14730280,Schönwölkau,SPD,338,25.8,SPD,324,24.8,AfD,163,12.5,LINKE,159,12.2,CDU,101,7.7,FDP,31,2.4,GRÜNE,192,14.7,andere Parteien,12,1308,SPD,334,25.6,SPD,324,24.8,AfD,165,12.6,CDU,165,12.6,LINKE,102,7.8,FDP,32,2.4,GRÜNE,185,14.2,andere Parteien,13,1307,151,2109,1320,100.0,62.6
14730300,"Taucha, Stadt",SPD,2865,25.1,SPD,2860,25.1,AfD,1450,12.7,CDU,1450,12.7,LINKE,976,8.6,FDP,464,4.1,GRÜNE,1346,11.8,andere Parteien,128,11411,SPD,2891,25.3,SPD,2856,25.0,AfD,1425,12.5,LINKE,1422,12.5,CDU,1175,10.3,FDP,476,4.2,GRÜNE,1168,10.2,andere Parteien,126,11413,151,16005,11539,100.0,72.1
14730310,"Torgau, Stadt",AfD,2742,25.5,AfD,2682,24.9,SPD,1361,12.6,CDU,1340,12.4,LINKE,726,6.7,FDP,244,2.3,GRÜNE,1679,15.6,andere Parteien,95,10774,SPD,2677,24.9,SPD,2669,24.8,AfD,1365,12.7,LINKE,1342,12.5,CDU,786,7.3,FDP,266,2.5,GRÜNE,1645,15.3,andere Parteien,119,10750,151,15594,10869,100.0,69.7
14730320,Trossin,AfD,170,25.6,AfD,164,24.7,SPD,86,13.0,CDU,85,12.8,LINKE,44,6.6,FDP,17,2.6,GRÜNE,98,14.8,andere Parteien,8,664,AfD,165,24.8,AfD,164,24.7,SPD,84,12.7,CDU,84,12.7,LINKE,53,8.0,FDP,22,3.3,GRÜNE,92,13.9,andere Parteien,8,664,151,1061,672,100.0,63.3
14730330,Wermsdorf,SPD,646,25.0,SPD,645,25.0,AfD,328,12.7,LINKE,322,12.5,CDU,134,5.2,FDP,86,3.3,GRÜNE,422,16.3,andere Parteien,28,2583,SPD,649,25.2,SPD,645,25.0,AfD,323,12.5,CDU,323,12.5,LINKE,171,6.6,FDP,78,3.0,GRÜNE,391,15.2,andere Parteien,31,2580,151,4350,2611,100.0,60.0
14730340,Wiedemar,AfD,770,24.9,AfD,766,24.8,SPD,391,12.7,CDU,391,12.7,LINKE,206,6.7,FDP,81,2.6,GRÜNE,485,15.7,andere Parteien,33,3090,AfD,780,25.2,AfD,759,24.5,SPD,390,12.6,LINKE,384,12.4,CDU,238,7.7,FDP,59,1.9,GRÜNE,483,15.6,andere Parteien,30,3093,151,4525,3123,100.0,69.0
14730360,Zschepplin,AfD,396,25.5,AfD,393,25.3,SPD,194,12.5,LINKE,192,12.3,CDU,88,5.7,FDP,45,2.9,GRÜNE,247,15.9,andere Parteien,19,1555,AfD,388,24.9,AfD,386,24.8,SPD,198,12.7,LINKE,190,12.2,CDU,123,7.9,FDP,54,3.5,GRÜNE,220,14.1,andere Parteien,15,1559,151,2331,1574,100.0,67.5
